  ilv   flv            5K           10K           20K           30K           50K           80K          100K          150K          200K          300K
   33    17    4.5819E-12    3.7303E-12    2.8373E-12    2.3695E-12    1.8867E-12    1.5635E-12    1.4564E-12    1.3536E-12    1.3720E-12    1.6004E-12
   33    18    3.8673E-12    2.8437E-12    2.0098E-12    1.7097E-12    1.5360E-12    1.5388E-12    1.5819E-12    1.7118E-12    1.8355E-12    2.0427E-12
   33    19    3.2040E-12    2.5408E-12    1.9580E-12    1.7708E-12    1.6922E-12    1.7112E-12    1.7349E-12    1.7934E-12    1.8498E-12    1.9620E-12
   33    20    2.4381E-12    1.6721E-12    9.5591E-13    6.7217E-13    4.6172E-13    3.7838E-13    3.6563E-13    3.7525E-13    4.0317E-13    4.6997E-13
   33    21    4.2250E-12    3.4510E-12    2.7195E-12    2.4111E-12    2.1800E-12    2.0959E-12    2.0913E-12    2.1359E-12    2.2080E-12    2.3635E-12
   33    22    6.9812E-12    8.0528E-12    9.4625E-12    1.0458E-11    1.1963E-11    1.3521E-11    1.4305E-11    1.5818E-11    1.6974E-11    1.8688E-11
   33    23    4.6461E-12    3.9876E-12    3.0643E-12    2.6662E-12    2.4428E-12    2.5298E-12    2.6721E-12    3.1168E-12    3.6061E-12    4.6295E-12
   33    24    2.1068E-12    1.5727E-12    1.0288E-12    8.1339E-13    6.6822E-13    6.3224E-13    6.4107E-13    6.9769E-13    7.7143E-13    9.2752E-13
   33    25    3.9590E-12    3.7010E-12    3.0906E-12    2.7869E-12    2.5703E-12    2.5163E-12    2.5277E-12    2.6000E-12    2.6928E-12    2.8887E-12
   33    26    8.7912E-12    8.1485E-12    7.8692E-12    7.9914E-12    8.5152E-12    9.3065E-12    9.7746E-12    1.0786E-11    1.1644E-11    1.3055E-11
   33    27    6.0726E-12    5.2455E-12    4.6336E-12    4.5826E-12    4.8724E-12    5.3362E-12    5.5735E-12    5.9987E-12    6.2995E-12    6.7384E-12
   33    28    1.3301E-12    1.1535E-12    8.6782E-13    7.3197E-13    6.4346E-13    6.5572E-13    6.9457E-13    8.2174E-13    9.5783E-13    1.2208E-12
   33    29    1.1151E-12    8.6403E-13    5.8315E-13    4.6450E-13    3.7990E-13    3.6035E-13    3.6897E-13    4.1328E-13    4.6715E-13    5.7647E-13
   33    30    2.6258E-12    2.2035E-12    1.5922E-12    1.3046E-12    1.0936E-12    1.0569E-12    1.0907E-12    1.2306E-12    1.3835E-12    1.6578E-12
   33    31    2.7737E-12    2.4249E-12    1.8418E-12    1.5626E-12    1.3539E-12    1.2969E-12    1.3092E-12    1.3902E-12    1.4913E-12    1.6924E-12
   33    32    3.8358E-12    3.6395E-12    3.1587E-12    2.9563E-12    2.8710E-12    2.9352E-12    3.0025E-12    3.1751E-12    3.3350E-12    3.6086E-12
   34     1    1.4802E-13    8.4292E-14    4.0325E-14    2.5068E-14    1.3827E-14    8.6967E-15    7.4493E-15    6.6127E-15    6.9149E-15    8.3635E-15
   34     2    6.0853E-13    3.4374E-13    1.6460E-13    1.0219E-13    5.5891E-14    3.4353E-14    2.8824E-14    2.4230E-14    2.4426E-14    2.9537E-14
   34     3    1.0048E-12    5.9213E-13    3.0231E-13    1.9946E-13    1.2388E-13    9.1762E-14    8.5599E-14    8.5267E-14    9.0880E-14    1.0244E-13
   34     4    1.4530E-12    9.0199E-13    5.5093E-13    4.7455E-13    5.0325E-13    6.2651E-13    7.1104E-13    8.9903E-13    1.0514E-12    1.2744E-12
   34     5    1.8324E-12    1.1401E-12    6.4585E-13    4.6551E-13    3.3084E-13    2.7685E-13    2.7097E-13    2.9166E-13    3.3326E-13    4.4315E-13
   34     6    2.8184E-12    1.7661E-12    1.0117E-12    7.3279E-13    5.1833E-13    4.2179E-13    4.0363E-13    4.1489E-13    4.6256E-13    6.1372E-13
   34     7    3.2373E-12    2.6419E-12    2.1262E-12    1.9330E-12    1.8066E-12    1.7755E-12    1.7842E-12    1.8366E-12    1.9000E-12    2.0145E-12
   34     8    1.8007E-12    1.1502E-12    6.5471E-13    4.7489E-13    3.4828E-13    3.0598E-13    3.0426E-13    3.2330E-13    3.5067E-13    4.0663E-13
   34     9    3.1097E-12    2.4658E-12    1.9537E-12    1.7881E-12    1.7332E-12    1.8046E-12    1.8714E-12    2.0391E-12    2.1881E-12    2.4229E-12
   34    10    5.1268E-12    4.0042E-12    2.9437E-12    2.4403E-12    1.9616E-12    1.6875E-12    1.6222E-12    1.6326E-12    1.7617E-12    2.1782E-12
   34    11    1.6817E-12    1.1136E-12    6.5418E-13    4.8362E-13    3.6392E-13    3.2714E-13    3.2922E-13    3.5822E-13    3.9321E-13    4.5251E-13
   34    12    4.3268E-12    3.0299E-12    1.9913E-12    1.5795E-12    1.2660E-12    1.1647E-12    1.1801E-12    1.3232E-12    1.5286E-12    2.0130E-12
   34    13    1.3859E-12    9.0758E-13    5.2185E-13    3.6986E-13    2.5184E-13    2.0457E-13    2.0042E-13    2.2199E-13    2.6067E-13    3.5221E-13
   34    14    9.7480E-13    6.4475E-13    3.7982E-13    2.8210E-13    2.1438E-13    1.9428E-13    1.9626E-13    2.1892E-13    2.5497E-13    3.6336E-13
   34    15    4.5467E-12    3.5719E-12    2.5863E-12    2.1574E-12    1.8296E-12    1.7528E-12    1.7987E-12    2.0181E-12    2.2694E-12    2.7337E-12
   34    16    3.3296E-12    2.4509E-12    1.6836E-12    1.4026E-12    1.2350E-12    1.2262E-12    1.2589E-12    1.3636E-12    1.4650E-12    1.6315E-12
   34    17    1.4392E-12    9.6040E-13    5.6166E-13    4.1498E-13    3.1652E-13    2.9060E-13    2.9424E-13    3.2027E-13    3.5061E-13    4.0583E-13
   34    18    1.7851E-12    1.2308E-12    7.4333E-13    5.5523E-13    4.2938E-13    4.1383E-13    4.3724E-13    5.2500E-13    6.1783E-13    7.8364E-13
   34    19    3.8269E-12    2.9446E-12    2.1961E-12    1.9431E-12    1.8469E-12    1.9566E-12    2.0689E-12    2.3581E-12    2.6135E-12    3.0048E-12
   34    20    9.9448E-12    1.2082E-11    1.4256E-11    1.5671E-11    1.7776E-11    1.9990E-11    2.1129E-11    2.3390E-11    2.5207E-11    2.8128E-11
   34    21    2.4226E-12    1.7652E-12    1.1710E-12    9.4418E-13    7.9209E-13    7.5314E-13    7.6054E-13    8.0937E-13    8.6822E-13    9.7909E-13
   34    22    2.2659E-12    1.5747E-12    9.7235E-13    7.3907E-13    5.7122E-13    5.1162E-13    5.0661E-13    5.2565E-13    5.5527E-13    6.0944E-13
   34    23    2.0733E-12    1.5496E-12    1.0739E-12    8.9802E-13    8.0130E-13    8.1401E-13    8.4749E-13    9.4664E-13    1.0426E-12    1.2031E-12
   34    24    7.3070E-12    6.1101E-12    4.9835E-12    4.6115E-12    4.5170E-12    4.7497E-12    4.9551E-12    5.4937E-12    6.0313E-12    7.0825E-12
   34    25    7.6609E-12    6.9492E-12    6.0779E-12    5.7865E-12    5.7845E-12    6.0568E-12    6.2389E-12    6.6188E-12    6.9248E-12    7.4218E-12
   34    26    1.6566E-12    1.3059E-12    8.8167E-13    6.9612E-13    5.5376E-13    5.0146E-13    4.9963E-13    5.3248E-13    5.8420E-13    6.9844E-13
   34    27    3.2224E-12    2.8791E-12    2.3197E-12    2.0753E-12    1.9395E-12    1.9643E-12    2.0140E-12    2.1491E-12    2.2704E-12    2.4592E-12
   34    28    6.0659E-13    4.9711E-13    3.3819E-13    2.6371E-13    2.0828E-13    1.9517E-13    2.0099E-13    2.3180E-13    2.7087E-13    3.5489E-13
   34    29    7.1773E-13    5.7913E-13    4.0056E-13    3.2424E-13    2.7671E-13    2.7823E-13    2.9232E-13    3.3757E-13    3.8407E-13    4.6987E-13
   34    30    6.9022E-12    5.5500E-12    4.3264E-12    3.8801E-12    3.6304E-12    3.6147E-12    3.6516E-12    3.7699E-12    3.8900E-12    4.1052E-12
   34    31    3.2100E-12    2.7611E-12    2.0443E-12    1.7254E-12    1.5297E-12    1.5408E-12    1.6002E-12    1.7815E-12    1.9559E-12    2.2418E-12
   34    32    2.6151E-12    2.2757E-12    1.6743E-12    1.3815E-12    1.1506E-12    1.0594E-12    1.0479E-12    1.0711E-12    1.1195E-12    1.2309E-12
   34    33    1.8658E-12    1.6298E-12    1.1754E-12    9.5186E-13    7.8898E-13    7.5987E-13    7.8128E-13    8.6377E-13    9.4344E-13    1.0602E-12
   35     1    2.8868E-13    1.9946E-13    1.3951E-13    1.1986E-13    1.0831E-13    1.0846E-13    1.1195E-13    1.2384E-13    1.3654E-13    1.6064E-13
   35     2    1.0083E-12    8.1798E-13    6.5206E-13    5.9621E-13    5.7060E-13    5.7916E-13    5.9111E-13    6.2362E-13    6.5458E-13    7.0850E-13
   35     3    1.1161E-12    6.7395E-13    3.6973E-13    2.6407E-13    1.9086E-13    1.6630E-13    1.6522E-13    1.7613E-13    1.9103E-13    2.1668E-13
   35     4    8.5332E-13    6.0661E-13    4.3049E-13    3.7283E-13    3.4615E-13    3.6140E-13    3.7999E-13    4.2828E-13    4.7082E-13    5.3767E-13
   35     5    6.4989E-13    4.5818E-13    3.0364E-13    2.4936E-13    2.2725E-13    2.5569E-13    2.8610E-13    3.7068E-13    4.5574E-13    6.1863E-13
   35     6    1.3774E-12    1.0826E-12    9.4518E-13    9.5526E-13    1.0557E-12    1.2277E-12    1.3402E-12    1.6136E-12    1.8801E-12    2.4062E-12
   35     7    9.3009E-13    6.3647E-13    4.0613E-13    3.2051E-13    2.6007E-13    2.4139E-13    2.4243E-13    2.5798E-13    2.7879E-13    3.2214E-13
   35     8    2.0781E-12    1.4408E-12    9.6531E-13    7.9887E-13    6.9877E-13    6.9434E-13    7.1778E-13    8.0217E-13    8.9615E-13    1.0788E-12
   35     9    1.7272E-12    1.1746E-12    7.5488E-13    6.0061E-13    4.9707E-13    4.7486E-13    4.8367E-13    5.2348E-13    5.6453E-13    6.2996E-13
   35    10    1.6272E-12    1.3945E-12    1.2799E-12    1.2978E-12    1.4183E-12    1.6408E-12    1.7967E-12    2.1930E-12    2.5871E-12    3.3582E-12
   35    11    2.6087E-12    1.6464E-12    9.7500E-13    7.4330E-13    5.8631E-13    5.3338E-13    5.2952E-13    5.4934E-13    5.8228E-13    6.5592E-13
   35    12    2.4296E-12    1.8794E-12    1.4269E-12    1.2619E-12    1.1851E-12    1.2525E-12    1.3361E-12    1.5859E-12    1.8501E-12    2.3729E-12
   35    13    1.5286E-12    1.2463E-12    1.0574E-12    1.0378E-12    1.1157E-12    1.2602E-12    1.3442E-12    1.5153E-12    1.6518E-12    1.8728E-12
   35    14    1.3679E-12    9.0091E-13    5.7052E-13    4.6726E-13    4.2245E-13    4.4467E-13    4.6997E-13    5.2955E-13    5.7469E-13    6.2837E-13
   35    15    1.8516E-12    1.2754E-12    8.1973E-13    6.5583E-13    5.5472E-13    5.4776E-13    5.6924E-13    6.4519E-13    7.2553E-13    8.7204E-13
   35    16    2.6800E-12    2.0180E-12    1.4671E-12    1.2731E-12    1.1701E-12    1.1856E-12    1.2222E-12    1.3298E-12    1.4375E-12    1.6380E-12
   35    17    1.4929E-12    9.6836E-13    5.7776E-13    4.4762E-13    3.7623E-13    3.7667E-13    3.9171E-13    4.3433E-13    4.7265E-13    5.3596E-13
   35    18    2.2298E-12    2.0410E-12    1.8577E-12    1.7849E-12    1.7404E-12    1.7282E-12    1.7292E-12    1.7446E-12    1.7695E-12    1.8250E-12
   35    19    1.9688E-12    1.4698E-12    1.0102E-12    8.3230E-13    7.1991E-13    7.1798E-13    7.4856E-13    8.5308E-13    9.6389E-13    1.1702E-12
   35    20    1.9500E-12    1.5930E-12    1.1719E-12    9.9079E-13    8.6939E-13    8.5637E-13    8.8137E-13    9.7970E-13    1.0935E-12    1.3226E-12
   35    21    2.6405E-12    2.2419E-12    1.8981E-12    1.7966E-12    1.8129E-12    1.9629E-12    2.0765E-12    2.3516E-12    2.5965E-12    2.9913E-12
   35    22    1.8758E-12    1.2986E-12    8.2288E-13    6.5804E-13    5.7557E-13    5.9738E-13    6.3002E-13    7.1088E-13    7.7839E-13    8.8260E-13
   35    23    2.4490E-12    1.7813E-12    1.1663E-12    9.1859E-13    7.3794E-13    6.7819E-13    6.7730E-13    7.0917E-13    7.5066E-13    8.2304E-13
   35    24    2.3430E-12    1.8149E-12    1.2469E-12    1.0083E-12    8.4900E-13    8.4314E-13    8.8677E-13    1.0452E-12    1.2284E-12    1.6259E-12
   35    25    1.4936E-12    1.1749E-12    8.0378E-13    6.3727E-13    5.1380E-13    4.8889E-13    5.0606E-13    5.8163E-13    6.6725E-13    8.3223E-13
   35    26    2.3450E-12    1.7075E-12    1.0915E-12    8.5489E-13    7.0521E-13    6.9355E-13    7.2311E-13    8.2410E-13    9.2559E-13    1.0976E-12
   35    27    2.2453E-12    1.8641E-12    1.4490E-12    1.3084E-12    1.2710E-12    1.3454E-12    1.4101E-12    1.5705E-12    1.7112E-12    1.9234E-12
   35    28    5.4574E-12    4.9932E-12    4.4131E-12    4.1393E-12    3.9512E-12    3.9230E-12    3.9538E-12    4.0874E-12    4.2485E-12    4.5658E-12
   35    29    9.8654E-12    1.1818E-11    1.4007E-11    1.5405E-11    1.7495E-11    1.9722E-11    2.0884E-11    2.3203E-11    2.5025E-11    2.7785E-11
   35    30    2.6096E-12    2.2702E-12    1.8180E-12    1.6234E-12    1.5050E-12    1.5062E-12    1.5363E-12    1.6325E-12    1.7337E-12    1.9316E-12
   35    31    1.9964E-12    1.7037E-12    1.2342E-12    1.0166E-12    8.6449E-13    8.4889E-13    8.8306E-13    1.0167E-12    1.1729E-12    1.5014E-12
   35    32    2.1251E-12    1.8698E-12    1.4007E-12    1.2052E-12    1.1148E-12    1.1734E-12    1.2419E-12    1.4245E-12    1.5922E-12    1.8629E-12
   35    33    1.9362E-12    1.5783E-12    1.0288E-12    7.8305E-13    6.0679E-13    5.6137E-13    5.6994E-13    6.2108E-13    6.7735E-13    7.7270E-13
   35    34    1.1724E-12    1.0905E-12    8.3472E-13    7.0515E-13    6.2087E-13    6.2686E-13    6.5534E-13    7.4779E-13    8.5004E-13    1.0712E-12
   36     1    1.8750E-13    1.0811E-13    5.3071E-14    3.3440E-14    1.9047E-14    1.3146E-14    1.2165E-14    1.2782E-14    1.4948E-14    2.0737E-14
   36     2    7.0467E-13    4.4182E-13    2.6822E-13    2.1282E-13    1.8008E-13    1.7576E-13    1.8041E-13    1.9815E-13    2.1705E-13    2.5087E-13
   36     3    1.6998E-12    1.4079E-12    1.1849E-12    1.1170E-12    1.0972E-12    1.1263E-12    1.1526E-12    1.2216E-12    1.2910E-12    1.4276E-12
   36     4    6.3000E-13    4.4400E-13    3.0511E-13    2.5911E-13    2.3277E-13    2.3065E-13    2.3527E-13    2.5267E-13    2.7334E-13    3.1830E-13
   36     5    6.7572E-13    4.8232E-13    3.4289E-13    3.0025E-13    2.8808E-13    3.1684E-13    3.4308E-13    4.0704E-13    4.6100E-13    5.4290E-13
   36     6    1.2565E-12    8.5161E-13    5.4307E-13    4.2591E-13    3.3799E-13    3.0333E-13    2.9944E-13    3.1027E-13    3.3129E-13    3.8144E-13
   36     7    1.3598E-12    1.0955E-12    9.4767E-13    9.6484E-13    1.1183E-12    1.3968E-12    1.5789E-12    2.0037E-12    2.3894E-12    3.0801E-12
   36     8    1.9684E-12    1.1926E-12    6.7579E-13    5.0350E-13    3.9146E-13    3.5941E-13    3.6036E-13    3.8040E-13    4.0483E-13    4.4705E-13
   36     9    2.0298E-12    1.5989E-12    1.3460E-12    1.3064E-12    1.3695E-12    1.5430E-12    1.6715E-12    2.0000E-12    2.3217E-12    2.9283E-12
   36    10    1.4991E-12    1.0507E-12    6.9291E-13    5.5855E-13    4.6537E-13    4.3977E-13    4.4456E-13    4.7910E-13    5.2269E-13    6.0753E-13
   36    11    2.0829E-12    1.3598E-12    7.9281E-13    5.9007E-13    4.6726E-13    4.6629E-13    4.9940E-13    6.1249E-13    7.3300E-13    9.5756E-13
   36    12    1.7051E-12    1.2138E-12    8.1691E-13    6.7332E-13    5.9080E-13    6.0194E-13    6.3327E-13    7.2652E-13    8.1474E-13    9.5666E-13
   36    13    1.2577E-12    8.4588E-13    5.3529E-13    4.3521E-13    3.9014E-13    4.0883E-13    4.3140E-13    4.8544E-13    5.2765E-13    5.8093E-13
   36    14    1.4974E-12    1.1730E-12    9.4510E-13    8.9798E-13    9.3357E-13    1.0336E-12    1.0952E-12    1.2235E-12    1.3269E-12    1.4926E-12
   36    15    1.9305E-12    1.6184E-12    1.3271E-12    1.2207E-12    1.1770E-12    1.2289E-12    1.2891E-12    1.4732E-12    1.6762E-12    2.0950E-12
   36    16    2.4175E-12    1.6604E-12    1.0609E-12    8.3533E-13    6.7496E-13    6.2101E-13    6.1863E-13    6.4344E-13    6.8039E-13    7.5707E-13
   36    17    2.4182E-12    2.2748E-12    2.1445E-12    2.1226E-12    2.1836E-12    2.3210E-12    2.4136E-12    2.6323E-12    2.8301E-12    3.1694E-12
   36    18    1.5087E-12    1.0007E-12    6.0668E-13    4.7195E-13    3.9526E-13    3.9144E-13    4.0451E-13    4.4396E-13    4.8047E-13    5.3996E-13
   36    19    2.3030E-12    1.7922E-12    1.2683E-12    1.0515E-12    9.1993E-13    9.4949E-13    1.0163E-12    1.2294E-12    1.4603E-12    1.9355E-12
   36    20    1.5749E-12    1.1578E-12    7.5723E-13    6.0146E-13    5.0432E-13    5.0522E-13    5.3311E-13    6.2492E-13    7.2012E-13    8.9635E-13
   36    21    2.0246E-12    1.4074E-12    9.0796E-13    7.3549E-13    6.4988E-13    6.7686E-13    7.1535E-13    8.1177E-13    8.9124E-13    1.0039E-12
   36    22    2.4021E-12    1.9884E-12    1.6171E-12    1.4736E-12    1.3822E-12    1.3624E-12    1.3691E-12    1.4056E-12    1.4504E-12    1.5374E-12
   36    23    3.0570E-12    2.5227E-12    2.0277E-12    1.8420E-12    1.7407E-12    1.7481E-12    1.7759E-12    1.8564E-12    1.9322E-12    2.0541E-12
   36    24    2.1421E-12    1.6548E-12    1.1853E-12    9.9338E-13    8.6608E-13    8.6056E-13    8.9618E-13    1.0265E-12    1.1699E-12    1.4381E-12
   36    25    1.8152E-12    1.4502E-12    9.9727E-13    8.0409E-13    6.7912E-13    6.7393E-13    7.0419E-13    8.0968E-13    9.2274E-13    1.1318E-12
   36    26    2.5391E-12    2.0599E-12    1.5728E-12    1.4165E-12    1.3894E-12    1.5017E-12    1.5933E-12    1.8183E-12    2.0195E-12    2.3440E-12
   36    27    2.1705E-12    1.5712E-12    9.7966E-13    7.5273E-13    6.1003E-13    5.9226E-13    6.1074E-13    6.7335E-13    7.3454E-13    8.4200E-13
   36    28    9.8802E-12    1.1859E-11    1.4034E-11    1.5411E-11    1.7448E-11    1.9596E-11    2.0712E-11    2.2942E-11    2.4702E-11    2.7388E-11
   36    29    5.5171E-12    5.0541E-12    4.4516E-12    4.1633E-12    3.9609E-12    3.9236E-12    3.9511E-12    4.0817E-12    4.2438E-12    4.5672E-12
   36    30    2.2768E-12    1.7840E-12    1.2231E-12    9.7758E-13    7.9422E-13    7.3582E-13    7.3804E-13    7.8021E-13    8.3151E-13    9.1584E-13
   36    31    1.8679E-12    1.6223E-12    1.2235E-12    1.0337E-12    8.9642E-13    8.7073E-13    8.9000E-13    9.7665E-13    1.0825E-12    1.3099E-12
   36    32    2.0670E-12    1.6724E-12    1.0873E-12    8.2652E-13    6.4134E-13    6.0184E-13    6.1873E-13    6.9335E-13    7.7214E-13    9.0882E-13
   36    33    1.7681E-12    1.6371E-12    1.3043E-12    1.1753E-12    1.1595E-12    1.2918E-12    1.4014E-12    1.6739E-12    1.9177E-12    2.3058E-12
   36    34    1.1877E-12    1.0989E-12    8.0573E-13    6.4496E-13    5.1325E-13    4.7681E-13    4.9022E-13    5.6765E-13    6.6482E-13    8.6400E-13
   36    35    6.0164E-12    5.9814E-12    5.8186E-12    5.9334E-12    6.3251E-12    6.7474E-12    6.9265E-12    7.2185E-12    7.4248E-12    7.7419E-12
   37     1    4.0398E-13    2.5669E-13    1.5013E-13    1.1011E-13    7.7238E-14    5.9539E-14    5.4711E-14    5.1498E-14    5.3034E-14    5.8595E-14
   37     2    1.0643E-12    6.5534E-13    4.0592E-13    3.5296E-13    3.8344E-13    4.9637E-13    5.7182E-13    7.2803E-13    8.3972E-13    9.7320E-13
   37     3    2.5820E-12    1.5777E-12    9.1368E-13    6.9926E-13    5.6673E-13    5.3310E-13    5.3647E-13    5.6920E-13    6.1820E-13    7.5111E-13
   37     4    9.7954E-13    5.6094E-13    2.9376E-13    2.0231E-13    1.3659E-13    1.1151E-13    1.0904E-13    1.1874E-13    1.3746E-13    1.8690E-13
   37     5    7.4382E-13    4.2011E-13    2.3055E-13    1.7063E-13    1.3052E-13    1.1909E-13    1.2153E-13    1.3895E-13    1.6046E-13    1.9978E-13
   37     6    1.2021E-12    7.7404E-13    4.9392E-13    3.9919E-13    3.3594E-13    3.2852E-13    3.4453E-13    4.1015E-13    4.8524E-13    6.2648E-13
   37     7    1.4253E-12    8.3711E-13    4.5014E-13    3.1551E-13    2.1864E-13    1.8386E-13    1.8286E-13    2.0561E-13    2.4230E-13    3.3224E-13
   37     8    3.3457E-12    2.7783E-12    2.2967E-12    2.1699E-12    2.1630E-12    2.2465E-12    2.3031E-12    2.4243E-12    2.5204E-12    2.6577E-12
   37     9    2.2663E-12    1.6627E-12    1.1875E-12    1.0093E-12    9.1272E-13    9.5856E-13    1.0256E-12    1.2164E-12    1.4013E-12    1.7289E-12
   37    10    1.9281E-12    1.1996E-12    7.2306E-13    5.6369E-13    4.5947E-13    4.4053E-13    4.5631E-13    5.2766E-13    6.1271E-13    7.8340E-13
   37    11    7.0494E-12    5.4084E-12    3.8143E-12    3.0750E-12    2.3892E-12    1.9863E-12    1.8694E-12    1.7897E-12    1.8580E-12    2.2193E-12
   37    12    1.7481E-12    1.0963E-12    6.6956E-13    5.4186E-13    4.8837E-13    5.1828E-13    5.5235E-13    6.3929E-13    7.1589E-13    8.3545E-13
   37    13    8.5330E-13    5.6930E-13    3.5545E-13    2.8462E-13    2.4571E-13    2.4744E-13    2.5938E-13    3.0238E-13    3.5604E-13    4.9234E-13
   37    14    9.1574E-13    6.0089E-13    3.6485E-13    2.8206E-13    2.2743E-13    2.1334E-13    2.1667E-13    2.3994E-13    2.7286E-13    3.5367E-13
   37    15    2.7587E-12    2.0528E-12    1.4671E-12    1.2485E-12    1.1240E-12    1.1535E-12    1.2137E-12    1.3924E-12    1.5651E-12    1.8518E-12
